id,doctor_id,weekday,start_time,end_time,is_available,created_at,updated_at
29a04991-e599-497e-a135-153ded4c8054,9a210617-1100-4859-88b4-b875abf78a62,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
2d36e880-6d3b-467f-8cb5-07a712f8506a,632714bc-bb09-4b16-9510-b14db3495ca2,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
2db96c0a-5df9-4674-864e-8559d102b49e,9a210617-1100-4859-88b4-b875abf78a62,Thursday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
317d2dc2-6d8c-4e18-b884-72e8d164f941,898fd110-ede9-4c15-8503-c53812c30c80,Saturday,13:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
33342012-ae2f-412c-a676-511ebbd4b804,1b72095c-e86a-41b6-9c9f-5ce59a9c2d31,Monday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
33598ea8-e8aa-4a5c-9e78-2f398030adba,eab9dbb1-3386-4ade-8dcd-62de477eeb99,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
342304d7-57e6-474a-a763-593d9d15316a,b3c43714-1ffa-411e-a11d-43d58cfc4696,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
348a3af9-d444-4e0c-a365-616694c15040,4c12b59f-ddbb-4cbd-82c8-ca6987b537f5,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
34c0bb87-6769-4ded-ac46-17e6ff1ff839,632714bc-bb09-4b16-9510-b14db3495ca2,Wednesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
3598b20e-e180-4eba-8128-3e967bf28eb1,6afbbb5a-f99c-4344-b8d8-8980dc7f1807,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
35c5e0ca-76c4-4c79-9e99-7963eed84fdd,4f0fa92d-fd01-49cf-b9c6-48624caa1feb,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
3666be11-87df-4c9d-a4c5-2ade662ae08f,879daab2-d414-4b25-952a-dd94283942a2,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
369ad09e-7367-4810-bc8d-f007777acd16,82158c73-600b-4a5b-966f-c982c626fc34,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
3919e35e-b4c6-4bf7-a3c8-9def562dac14,0f0de80b-c09c-40e3-b0f0-633afb4c15d9,Friday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
3933f3a9-f6cd-4458-9529-94e73b0feb5d,1b72095c-e86a-41b6-9c9f-5ce59a9c2d31,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
3a07bc95-45ad-479b-9440-150451ed806f,1b72095c-e86a-41b6-9c9f-5ce59a9c2d31,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
3f06b1b3-a321-4aaa-a77a-e7a58a88260c,c9e5d819-997c-422a-bc80-10e088232c49,Wednesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
3f09faf1-b573-4eeb-a4d9-873c2fecf0e2,80fc6b64-d10c-45bf-8028-c5aa4153e454,Thursday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
4703af0c-fe6b-4f7d-a4e7-ec0f092df93f,c9e5d819-997c-422a-bc80-10e088232c49,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
4785ebdf-e5a0-45c1-b319-1a64962b5e87,b3c43714-1ffa-411e-a11d-43d58cfc4696,Friday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
48dc5a4d-9a08-4ecb-a5f5-4354521b16fc,9a210617-1100-4859-88b4-b875abf78a62,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
49e44a73-5015-48dd-b6d6-71d0c6ebdc97,879daab2-d414-4b25-952a-dd94283942a2,Wednesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
4a7acc97-acf9-4ea2-b5c9-3ad11a987a2e,098fef45-dc28-47df-ae9f-65385bb7614d,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
4a8966f5-0ffb-4d03-a405-14f22522b634,879daab2-d414-4b25-952a-dd94283942a2,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
4cf30ae9-90a6-4313-869d-394a3e59e01a,632714bc-bb09-4b16-9510-b14db3495ca2,Friday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
4db881c6-95f6-40af-9867-57b40c5527fe,eab9dbb1-3386-4ade-8dcd-62de477eeb99,Monday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
4ddbbd98-0eec-4fe9-92a5-7bdbe5106e7a,2fc8c738-2379-424c-a27f-4bdd06fb3798,Thursday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
5213c657-fd42-407d-867c-5c9f4c719ec2,4c12b59f-ddbb-4cbd-82c8-ca6987b537f5,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
55b4ca82-c418-47e7-84b9-992a48c4e449,1b72095c-e86a-41b6-9c9f-5ce59a9c2d31,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
5612aea7-6ff4-4ab1-9ee3-dd3b8da29c7d,d6b407cd-126a-4ee7-b525-11ee6a802418,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
566189f2-28dc-419e-9b4d-e091224f389f,2fc8c738-2379-424c-a27f-4bdd06fb3798,Saturday,13:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
5a290242-c455-41a9-831d-2915098986e2,4842509a-135f-4b7e-9340-48771d3ae765,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
5c821cc5-d5d6-45ac-9820-41f3639b572a,0f0de80b-c09c-40e3-b0f0-633afb4c15d9,Tuesday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
6046941c-2b14-4370-9237-7fc1f70b3270,898fd110-ede9-4c15-8503-c53812c30c80,Tuesday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
60517bf9-27e3-47fa-9082-53c5377fdc77,098fef45-dc28-47df-ae9f-65385bb7614d,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
654155fc-7df6-40a4-bfbe-7790f2b3ea5a,c9e5d819-997c-422a-bc80-10e088232c49,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
666c29fb-61bc-4bb3-9ebf-d23c9ae6108a,6afbbb5a-f99c-4344-b8d8-8980dc7f1807,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
66daea3d-c44e-432c-ae0a-f3765c04810f,db5471a7-3869-453d-80da-9a853ebdfc25,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
6753324d-3f86-4061-8ffc-d491ef5df340,6afbbb5a-f99c-4344-b8d8-8980dc7f1807,Monday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
67e3e542-324f-45df-b86a-75517db2c89f,1b72095c-e86a-41b6-9c9f-5ce59a9c2d31,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
699c24a0-0a6d-45f7-84ac-7a1bb3677b8f,4c12b59f-ddbb-4cbd-82c8-ca6987b537f5,Monday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
6bee4574-d696-4fc3-9af5-2e819ac977e0,4842509a-135f-4b7e-9340-48771d3ae765,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
6c0c3013-0d48-4348-8b7e-0d3e82597bc6,80fc6b64-d10c-45bf-8028-c5aa4153e454,Friday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
6e199c5e-761a-4771-8792-c9a40c08831e,6afbbb5a-f99c-4344-b8d8-8980dc7f1807,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
73c4eea0-4120-4580-9f78-995064e6ea42,82158c73-600b-4a5b-966f-c982c626fc34,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
7434758d-8d96-408b-9902-6da322827563,898fd110-ede9-4c15-8503-c53812c30c80,Friday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
766e4e50-b562-407b-b32a-1e8ead6540ec,80fc6b64-d10c-45bf-8028-c5aa4153e454,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
77c5e0e1-bdec-405d-9e65-8f4acb2106d2,2fc8c738-2379-424c-a27f-4bdd06fb3798,Friday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
791fb560-8542-44a4-b0fc-0550a2269407,0f0de80b-c09c-40e3-b0f0-633afb4c15d9,Thursday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
793c22c4-c1eb-4a64-b541-6630972fccd5,4c12b59f-ddbb-4cbd-82c8-ca6987b537f5,Thursday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
796ace86-45de-4bd7-8bed-e7f44c7767d1,d6b407cd-126a-4ee7-b525-11ee6a802418,Thursday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
7b210dfd-0064-427d-827a-aa15106bde98,098fef45-dc28-47df-ae9f-65385bb7614d,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
7bf1de83-478c-41e5-9eee-337e55789545,2fc8c738-2379-424c-a27f-4bdd06fb3798,Tuesday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
7d850a93-49ba-4147-8bab-5d43310a67ba,1b72095c-e86a-41b6-9c9f-5ce59a9c2d31,Friday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
7ef5a834-3a91-4487-a400-b7f0af374aed,e6ec8578-d05d-4721-b86b-723ee80dfe5b,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
7fcd57d4-cc23-49d6-a097-2c90c2e76ada,b3c43714-1ffa-411e-a11d-43d58cfc4696,Thursday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
8012e83d-d11d-4390-aadd-9eb1c56fecce,db5471a7-3869-453d-80da-9a853ebdfc25,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
8062c025-664c-4a65-b062-d6aca87ce442,4842509a-135f-4b7e-9340-48771d3ae765,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
812ad9a0-4dbe-488c-891a-b937ebce3c7b,82158c73-600b-4a5b-966f-c982c626fc34,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
87bebf94-6b1e-41b4-9029-0082ed569e6c,db5471a7-3869-453d-80da-9a853ebdfc25,Friday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
8d945bb4-9530-4d4b-ac08-0893e4f82091,eab9dbb1-3386-4ade-8dcd-62de477eeb99,Thursday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
923ba07c-129d-43d1-b89d-1ebaf48ad8fd,098fef45-dc28-47df-ae9f-65385bb7614d,Monday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
939be2fd-bdbb-4d82-8484-cdbc3bf5fa07,4842509a-135f-4b7e-9340-48771d3ae765,Thursday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
9a2549b7-35d6-4803-9906-44a7c8bf7187,82158c73-600b-4a5b-966f-c982c626fc34,Monday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
9b182993-bb05-4ee4-be12-5dc35bbdb66e,80fc6b64-d10c-45bf-8028-c5aa4153e454,Monday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
9edf5270-fb24-49be-908e-fabe019588c6,db5471a7-3869-453d-80da-9a853ebdfc25,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
a371bde8-ab06-4f76-903d-29042f0c1f08,eab9dbb1-3386-4ade-8dcd-62de477eeb99,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
a781e8ee-800f-4db4-8abd-ff5f3f0478be,4842509a-135f-4b7e-9340-48771d3ae765,Wednesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
a951c1ed-4cde-4b2b-9904-6171828adbed,4c12b59f-ddbb-4cbd-82c8-ca6987b537f5,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
a964cf17-969c-4eb1-95fe-8c32ce34d38a,d6b407cd-126a-4ee7-b525-11ee6a802418,Wednesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
a97636cd-a1e1-4dd7-9fdd-d6d82b01fffe,4842509a-135f-4b7e-9340-48771d3ae765,Friday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
a9f88536-f0c7-4ce8-8ce9-b2fb78614604,eab9dbb1-3386-4ade-8dcd-62de477eeb99,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
ab2a4b26-d582-4cb9-bb17-f00c5959a6b5,9a210617-1100-4859-88b4-b875abf78a62,Wednesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
ab803417-b355-45d1-b5ec-35714edaa978,80fc6b64-d10c-45bf-8028-c5aa4153e454,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
ae5cc72a-c3b0-4e61-baa7-5575318655b7,9a210617-1100-4859-88b4-b875abf78a62,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
ae831956-b1a6-4583-8647-c174e523e46b,4f0fa92d-fd01-49cf-b9c6-48624caa1feb,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
b2b8ded8-9d3c-44c0-9581-2dc0b8dae8d8,098fef45-dc28-47df-ae9f-65385bb7614d,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
b2cf5f7e-ccf6-4171-957d-38903a6a7121,898fd110-ede9-4c15-8503-c53812c30c80,Wednesday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
b485fb45-f8ff-4c89-8b11-d01003a050b0,b3c43714-1ffa-411e-a11d-43d58cfc4696,Wednesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
bb03fe1f-dca5-4049-9bf5-7959a3b7ab7e,d6b407cd-126a-4ee7-b525-11ee6a802418,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
bb336f46-762f-44f3-9335-4e0ba5345ac3,e6ec8578-d05d-4721-b86b-723ee80dfe5b,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
bd0e4154-aa13-4fe2-8020-097261d4f313,879daab2-d414-4b25-952a-dd94283942a2,Friday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c2c39042-da6d-429e-b092-f3dbb9456b42,9a210617-1100-4859-88b4-b875abf78a62,Friday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c38c1fb9-e79b-4e34-bc1d-a68af70a2ab7,b3c43714-1ffa-411e-a11d-43d58cfc4696,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c5773210-27cd-4a02-8f84-f2de483c4cd6,82158c73-600b-4a5b-966f-c982c626fc34,Tuesday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c58fb975-cfbf-49f0-858c-66113325f100,1b72095c-e86a-41b6-9c9f-5ce59a9c2d31,Thursday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c78d1413-f804-4790-a7dc-bae21894196a,e6ec8578-d05d-4721-b86b-723ee80dfe5b,Friday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c8e1aaec-ae1b-4f39-9ed2-1f24e057b9ad,e6ec8578-d05d-4721-b86b-723ee80dfe5b,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c91dfae6-756c-4505-b4a3-36fd6141ac7f,6afbbb5a-f99c-4344-b8d8-8980dc7f1807,Thursday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
c973461a-4bde-4ebf-82e6-46f981d9b0c7,d6b407cd-126a-4ee7-b525-11ee6a802418,Friday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
ca17e5d4-762f-4d91-9c3c-b03124fb9a11,4f0fa92d-fd01-49cf-b9c6-48624caa1feb,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
cb47d057-ed32-4601-a071-40dc60312359,c9e5d819-997c-422a-bc80-10e088232c49,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
d061c7f9-d06d-4184-ba74-b480d47ae22d,82158c73-600b-4a5b-966f-c982c626fc34,Friday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
d073d17e-a16c-4bd5-b8da-3751d9cd7472,4f0fa92d-fd01-49cf-b9c6-48624caa1feb,Wednesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
d5d84f98-eb8b-4605-a05a-7a8ef61e634a,db5471a7-3869-453d-80da-9a853ebdfc25,Thursday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
d861e2d9-0714-4248-b1de-5e95a3f25350,2fc8c738-2379-424c-a27f-4bdd06fb3798,Monday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
db1c03c6-0b06-40bb-b4fc-11586e8d61ab,db5471a7-3869-453d-80da-9a853ebdfc25,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
dbb38e6d-35a9-4956-a741-1d357c79d5c0,80fc6b64-d10c-45bf-8028-c5aa4153e454,Saturday,09:00:00,13:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
dfcaed6f-7223-4d2b-a3da-7b4ecc43cf4a,898fd110-ede9-4c15-8503-c53812c30c80,Monday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
dfd55ce4-ed6d-46a9-990a-c0750502398c,632714bc-bb09-4b16-9510-b14db3495ca2,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
e4db0ee1-5a24-4114-8f2b-7d97e3341439,80fc6b64-d10c-45bf-8028-c5aa4153e454,Sunday,10:00:00,14:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
e5dc0af1-1116-4281-9548-7b754bbd23da,b3c43714-1ffa-411e-a11d-43d58cfc4696,Monday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
e7d2325f-7939-409d-bc4e-29bd73dfba52,e6ec8578-d05d-4721-b86b-723ee80dfe5b,Thursday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
ea6c7e23-79d4-4cac-96e2-d69021568144,4f0fa92d-fd01-49cf-b9c6-48624caa1feb,Friday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
f30848fd-389c-44e7-8802-5da1f6780204,0f0de80b-c09c-40e3-b0f0-633afb4c15d9,Wednesday,12:00:00,20:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
f31769ce-a3e6-48ed-abfa-45bab656a92a,6afbbb5a-f99c-4344-b8d8-8980dc7f1807,Friday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
f33ee1ea-c0ee-4b9f-96aa-79d5686fbeaa,4c12b59f-ddbb-4cbd-82c8-ca6987b537f5,Friday,09:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
f67ebb52-7d19-495b-9330-f76e1b073df3,0f0de80b-c09c-40e3-b0f0-633afb4c15d9,Saturday,13:00:00,17:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
fb9c1a0f-ca08-41c4-908d-82fe5f4df808,879daab2-d414-4b25-952a-dd94283942a2,Tuesday,08:00:00,16:00:00,true,2026-07-24 15:21:10.298887+00,2026-07-24 15:21:10.298887+00
